LON,LAT,NUMBER,STREET,UNIT,CITY,DISTRICT,REGION,POSTCODE,ID,HASH
-108.4021371,44.8406695,184,HAMPSHIRE AVE,,,,,,,79630dc11ec0a13f
-108.2379205,44.829954,1863,LN  11 1/2,,,,,,,603860230fdb1b90
-108.2382146,44.8289353,1864,LN  11 1/2,,,,,,,a99b99c9cc4a4095
-108.472849,44.8785636,190,W 3RD  S,,,,,,,adb7f1b70d09e151
-108.5951272,44.8901365,190,CENTRAL AVE,,,,,,,24c92fcde310d42d
-107.6471705,44.2573515,1901,HWY  31,,,,,,,d14a17c1327faaaa
-108.2124252,44.3910742,1909,LN  43,,,,,,,7cd4e6633ab5a1c1
-108.0452329,44.3819602,192,N 8TH ST,APT 3,,,,,,f1f390d142ffe415
-108.3973527,44.8349874,192,WASHAKIE AVE,,,,,,,29ca4964d9e06312
-107.6438677,44.2537179,1926,HWY  31,,,,,,,6f93f46a57edf93e
-108.0564313,44.4981917,100,SUNSET DR,,,,,,,af5c8128575a093d
-108.0565229,44.4981918,100,SUNSET DR,,,,,,,648837b57777ddfe
-108.5952014,44.8928464,100,CENTRAL AVE,,,,,,,0ab98083eb0b61fe
-108.3960594,44.8275286,100,W 10TH ST,,,,,,,6c836da6d626e81b
-108.4320003,44.4468445,100,S MAIN ST,,,,,,,f49c72b60f3c1f96
-108.5914212,44.75677,100,LN  9,,,,,,,de092efa04c0215a
-108.0543538,44.4995223,1000,N 5TH ST,,,,,,,4cb8f38628cc4918
-108.0424592,44.3808182,102,S 6TH ST,,,,,,,f865e6260923af44
-108.5075789,44.7983123,106,N CENTER ST,,,,,,,ec2560a02bfb96b1
-108.5043702,44.793372,106,E RIVERVIEW AVE,LOT 01,,,,,,177138b1002b4313
-108.3888148,44.8277077,1105,NEVADA AVE,,,,,,,272533ed4f504a28
-108.368286,44.5066769,1113,HWY  14/16/20,,,,,,,55e8be416b79a7f1
-108.4354215,44.447908,112,BOULDER ST,A,,,,,,72609b1a3fd2f04c
-108.4201856,44.4213475,1957,HWY  30,,,,,,,b53696b1f0609518
-108.4731777,44.8853256,195,W 1ST  N,,,,,,,2ebc54f7f1aed960
-107.9628861,44.2689622,195,SCHOOL AVE,,,,,,,041bf9b1b6991d22
-107.964372,44.2689385,195,N SHERMAN AVE,,,,,,,2d014f5a2c57bbed
-108.3925754,44.8397632,20-8,E 2ND ST,LOT 8,,,,,,dd16e0579d420e44
-108.3926013,44.8396827,20-7,E 2ND ST,LOT 7,,,,,,76cabaa4dbb90c2d
-108.392575,44.8399106,20-10,E 2ND ST,LOT 10,,,,,,4cb77ef05dcabf4d
-108.3925987,44.8395375,20-5,E 2ND ST,LOT 5,,,,,,675625dddd22e128
-108.5075179,44.7955824,20,S CENTER ST,,,,,,,51a660c407c8b01b
-108.0558737,44.4996004,1000,N 6TH ST,,,,,,,e64cb81df33f21d3
-108.3889129,44.8287748,1001,NEVADA AVE,,,,,,,987cb20d30848ad7
-108.05231,44.4993065,1001,N 4TH ST,,,,,,,a2b1bf59a2d7037a
-108.0423025,44.3711151,1002,S 6TH ST,,,,,,,6ddcb04d51ec9d63
-108.0480471,44.3802901,1002,W B ST,,,,,,,929361679145b59a
-108.2935974,44.8521007,1002,RD  16,,,,,,,a423b211ba0a17d8
-108.0480243,44.3733753,1004,CREST AVE,,,,,,,eeeca474c0894ea4
-108.0584338,44.4995806,1004,N 8TH ST,,,,,,,8176f7c595f5235d
-108.2681222,44.8540606,1005,RD  17,,,,,,,e11f2f8750002abe
-108.0569747,44.4997784,1008,N 7TH ST,,,,,,,b4e04cb960a69c6a
-108.0478439,44.3708858,1009,WEST RD,,,,,,,d1abba9c3269578a
-108.0452711,44.3805715,106,S 8TH ST,,,,,,,32697963b5f0640d
-108.3910701,44.8286583,106,E 10TH ST,,,,,,,f37ea111ad58a1df
-108.0537317,44.5006599,1109,N 5TH ST,,,,,,,8354a5694cddbf10
-108.3815638,44.8301327,1142,LN  11 1/2,,,,,,,4dc3837f3f7d7d0d
-108.0565315,44.501204,1147,N 7TH ST,,,,,,,04343bb852571f0b
-108.5041721,44.7965673,115,E MAIN ST,,,,,,,9f28b5adfe777049
-108.3931236,44.8402416,20-21,E 2ND ST,LOT 21,,,,,,0b8b9fa78855be0a
-108.3925778,44.8400624,20-12,E 2ND ST,LOT 12,,,,,,5c292319a91e1fd0
-108.4003851,44.8355205,20,CIRCLE DR,,,,,,,2d4135eeaabff96e
-108.0564248,44.4996579,1009,N 7TH ST,,,,,,,4332de4c49418ef3
-108.0406136,44.4899329,101,SANDY ROW,,,,,,,52514b64d87f0b66
-108.0490108,44.4876481,101,1ST AVE S,,,,,,,01cb8722b40bc583
-108.4320662,44.4474019,101,W POPLAR AVE,,,,,,,35125e185638b9f2
-108.0406181,44.4891442,101,SUMAC ST,,,,,,,aaa776501e54962d
-108.0416383,44.4890758,101,SAGE ST,,,,,,,c42b388b76b38ae0
-108.0495607,44.4902309,101,N 2ND ST,,,,,,,8a988a1b99db0c09
-108.5100696,44.7964929,101,W MAIN ST,,,,,,,db297e6205d98e71
-108.5943585,44.8909954,101,CENTRAL AVE,,,,,,,9d22e3eec1067370
-108.471971,44.8817093,106,S 1ST  W,,,,,,,260c9acea44e889c
-108.5034961,44.7939072,111,E RIVERVIEW AVE,6,,,,,,c0baced653395c47
-108.0556226,44.5008179,1116,N 6TH ST,,,,,,,ace143a0d83fffb8
-107.9628006,44.2734315,112,W 5TH ST,,,,,,,bb4fa1d20390bae9
-108.3886601,44.8113284,1123,LN  13,,,,,,,d93235a4c62ed4fb
-108.3931438,44.8398489,20-2,E 2ND ST,LOT 2,,,,,,02f0361eac317b82
-108.0500034,44.4866002,201,2ND AVE S,,,,,,,5b851d8771b89f35
-108.0496422,44.4948668,201,6TH AVE N,,,,,,,79657109ab3de9ed
-108.4667287,44.8801059,201,S 1ST  E,,,,,,,403853632617eddf
-108.5806075,44.9661041,201,LN  2 1/2,,,,,,,7c7e1fa42e92ef4a
-108.4697437,44.8868746,202,N DIVISION ST,,,,,,,e672da3327525068
-108.0408389,44.3797834,202,S 5TH ST,,,,,,,79651b3626005dc0
-108.3978147,44.836517,203,PARK AVE,,,,,,,82d1a08c4f2de729
-108.4291359,44.4442898,203,ELM AVE,,,,,,,ac419c7ad63d4f88
-108.512585,44.795073,101,SAGE AVE,,,,,,,27644b0e465538ba
-108.2945462,44.839466,101,SUNLIGHT LN,,,,,,,d63629e3c3b264af
-108.5035511,44.7934169,106,E RIVERVIEW AVE,LOT 04,,,,,,7c494ec1f53ce517
-108.5037337,44.7939134,111,E RIVERVIEW AVE,7,,,,,,cff0b50f217aefaa
-108.3911188,44.843246,1115,LN  10 1/2,,,,,,,2fed8edf074e8938
-108.0377896,44.3805389,112,S 3RD ST,,,,,,,3b46cb2887d35700
-108.4666102,44.8822734,113,E 1ST  S,,,,,,,79dffc3a79dd042a
-108.3892786,44.8406812,203,E 2ND ST,,,,,,,4967b2e6addc7e70
-108.4709667,44.8800027,205,S 1ST  W,,,,,,,beef7af2fe944706
-108.3868085,44.8402439,205,OREGON AVE,,,,,,,4d64798a42b098b9
-108.1783338,44.3909655,2060,LN  43,,,,,,,490621eb757e095f
-108.4342541,44.454019,207,HUSKY AVE,,,,,,,3401c1a23ba306e1
-107.601082,44.249925,207,2ND AVE,,,,,,,805196ca3abf4928
-107.9656672,44.2696255,207,CENTER AVE,,,,,,,23a069c83ca23831
-108.4307235,44.4297721,2079,HWY  30,,,,,,,5c0c25a639cc4387
-107.7777735,44.536015,208,3RD ST,,,,,,,a8a754a995ddf26f
-108.3978926,44.837274,208,W MAIN ST,,,,,,,1f86749ad9746767
-108.0425229,44.489507,208,WINDY RUN,,,,,,,d763a73a5c864d88
-108.432155,44.4449257,208,S MAIN ST,,,,,,,80eab5a548b3e410
-107.600989,44.2481355,208,1ST AVE,,,,,,,804678d00ebd411c
-107.7820634,44.5369784,208,4TH ST,,,,,,,d08785ddc8871531
-108.0408711,44.3791858,208,S 5TH ST,,,,,,,3d6dff309bd4b338
-107.9664739,44.2697548,208,LOGAN AVE,,,,,,,a031f7264ead2f96
-108.0501588,44.4850051,208,4TH AVE S,,,,,,,eddbc55772047835
-107.6010701,44.2464775,209,RIVER ST,,,,,,,95aec17252379eea
-108.0500169,44.3845397,21,HWY  30,,,,,,,27fffd5d888b5e13
-108.5084557,44.7966854,21,W MAIN ST,,,,,,,953600e62b8b063e
-108.5060942,44.7965146,21,E MAIN ST,,,,,,,c9e1ce904728777c
-108.4311732,44.4321906,2105,HWY  30,,,,,,,94eeb2f6861a7825
-108.0480923,44.3811612,101,S 10TH ST,,,,,,,63ff927c1c5c7c12
-108.3894935,44.8286252,1010,NEVADA AVE,,,,,,,3a466928a57667d6
-108.046002,44.3708393,1010,ANTELOPE ST,,,,,,,8274b6a13d8e7c1c
-108.0497606,44.3803812,1010,W B ST,,,,,,,6a236f1c4c7af5cb
-108.0477459,44.3706008,1011,WEST RD,,,,,,,b2efe904b9f7fb0d
-108.4113828,44.8223523,1012,BENCHVIEW LN,,,,,,,71935ae2be0525d8
-108.0578528,44.4996373,1015,N 8TH ST,,,,,,,0d3aaf85d4aafbdf
-108.0545469,44.4997872,1016,N 5TH ST,,,,,,,dee6e4fe849b0cef
-108.0584127,44.4998171,1016,N 8TH ST,,,,,,,010322b1afca816c
-108.0563752,44.5001053,1017,N 7TH ST,,,,,,,885e82745a718114
-108.0578718,44.4998019,1017,N 8TH ST,,,,,,,bb8574c6a645aea4
-108.597347,44.8923406,11,2ND AVE W,,,,,,,dafb0b338c4e8ff3
-108.3958451,44.8354072,111,WASHAKIE AVE,,,,,,,d2e49590e80cf040
-108.0576662,44.5007554,1117,N 8TH ST,,,,,,,b4a64043ceadbfe5
-108.0502117,44.4897327,211,1ST AVE N,,,,,,,a21e7f9ef1c3d229
-108.4279869,44.4445093,211,ELM AVE,,,,,,,942d21a8c702634f
-107.9889503,44.5105471,211,COYOTE DR,,,,,,,01d345441cb06add
-108.5779044,44.8861699,211,LN  8,,,,,,,a7756147c1707ccc
-108.2751622,44.4030654,212,MAIN ST,,,,,,,2e4d26bb3c3c629a
-107.8226994,44.6986613,2120,BEAVER CREEK RD,,,,,,,932d6b4ade21326e
-108.5011723,44.7959194,214,E MAIN ST,,,,,,,8abf3311bb45f3ed
-108.3958744,44.8402457,214,KANSAS AVE,,,,,,,2eb0aaf9fcb454ec
-107.9877448,44.509559,214,COYOTE DR,,,,,,,0f2b8ba8ed059995
-108.434278,44.446651,214,W POPLAR AVE,,,,,,,11e91691d9529289
-108.0537211,44.4998622,1017,N 5TH ST,,,,,,,3544b30dea296760
-107.6018643,44.2487012,102,1ST AVE,,,,,,,cca9a52ae1ba83f4
-108.2946933,44.8385703,102,SUNLIGHT LN,,,,,,,65927f78cf58c365
-108.0475734,44.3809178,102,S 10TH ST,,,,,,,81161358d24d95d2
-108.0438527,44.3809136,102,S 7TH ST,,,,,,,5e37dddbda5dccc8
-107.7813215,44.5344354,102,1ST ST,,,,,,,5fa69c673e9e26ed
-108.0453041,44.3809199,102,S 8TH ST,,,,,,,6923f2d60927cdb7
-108.0487996,44.3732765,1020,CREST AVE,,,,,,,31985623758e101e
-108.2682936,44.8511234,1023,RD  17,,,,,,,8a27467cd2e33cb1
-108.0584325,44.5000155,1024,N 8TH ST,,,,,,,a15ad6e1254faeb2
-108.0550823,44.4999758,1025,N 6TH ST,,,,,,,29532fa2254cf9a6
-108.3954251,44.8272718,1025,DOERR AVE,,,,,,,77cd8aecdf70169e
-107.6022651,44.2469977,103,ELK ST,,,,,,,c8c47538a9ad0774
-108.471157,44.8854356,103,N 1ST  W,,,,,,,df47d2c3310b4b86
-108.2930159,44.8395937,103,SUNLIGHT LN,,,,,,,ef4f71f6363d5cd9
-108.3854063,44.8402002,214,PENNSYLVANIA AVE,,,,,,,29e0b33c92142f8d
-108.5077303,44.8005902,214,N CENTER ST,,,,,,,ac11f229af85134a
-108.1273767,44.6847022,2140,CRYSTAL CREEK RD,,,,,,,53e0fddbfd7219b2
-108.4313152,44.444514,215,S MAIN ST,,,,,,,07681126fca50de9
-108.0509173,44.4865797,215,S 3RD ST,,,,,,,3f46f3f305dd7ac1
-108.3888202,44.8378212,215,E MAIN ST,,,,,,,f6ba6cba62016b37
-108.5119258,44.7929572,215,S CLOUD PEAK ST,,,,,,,2ba8043075111f9c
-108.038678,44.3809434,103,S 4TH ST,,,,,,,3c448ad5b0ee144a
-108.5044081,44.7965871,103,E MAIN ST,,,,,,,4156644b4a15c47d
-108.4449521,44.8420035,1113,HWY  14A  W,,,,,,,856278a3a49a8a0e
-108.2632742,44.405017,1117,HWY  30,,,,,,,941a4a85e4c3716a
-108.5974773,44.8922337,113,2ND AVE W,,,,,,,612a0ab511a1a107
-108.0578091,44.5012008,1133,N 8TH ST,,,,,,,3d3535d4657a88af
-108.3798947,44.8253887,1156,LN  12,,,,,,,f669b3ddc5e2c7e1
-108.5959877,44.8893524,215,1ST AVE W,,,,,,,4ef7c859c22615d3
-108.1259245,44.6861679,2150,CRYSTAL CREEK RD,,,,,,,cfd0c427f5a56036
-108.3756536,44.8320123,2140,HWY  310,,,,,,,43f56141ecc9e6d9
-108.3735304,44.8295991,2156,HWY  310,,,,,,,3b2f0782cd6a91f7
-108.4343189,44.448962,216,GREEN AVE,,,,,,,b2fe3969772b6280
-108.0503914,44.4952371,216,6TH AVE N,,,,,,,e8f655c728d5063c
-108.0541437,44.4913775,216,N 5TH ST,,,,,,,9a4cb69632e3528e
-108.0503862,44.4962813,216,7TH AVE N,,,,,,,6ed6712a8154a5b4
-108.0502124,44.4931906,216,4TH AVE N,,,,,,,2bb147ecd54dbdf1
-108.0503879,44.4921755,216,3RD AVE N,,,,,,,12fc53763db1e91a
-107.6015197,44.2461024,216,RIVER ST,,,,,,,7972b75e8597c84e
-108.0142726,44.4897268,216,HWY  14,,,,,,,cfbe2f737af57d6e
-107.9635979,44.2699185,216,N SHERMAN AVE,,,,,,,0ddc908a86f908ce
-108.0503811,44.4901654,216,1ST AVE N,,,,,,,125e708addfeaaa6
-108.0503549,44.4850141,216,4TH AVE S,,,,,,,959758f6ca1486f5
-107.9615377,44.2704244,216,E 2ND ST,,,,,,,d3e56efa1574a879
-108.050626,44.4972336,216,8TH AVE N,,,,,,,381bb63ce877123d
-108.4336641,44.4490133,216,CENTER ST,,,,,,,051dd1e184c588d1
-108.5951122,44.889127,216,CENTRAL AVE,,,,,,,94c917bf037f5243
-108.0412691,44.4907495,216,HILLTOP DR,,,,,,,acb25df2679f32be
-108.5936051,44.889307,216,1ST AVE E,,,,,,,305e87e06c1b65cf
-108.372234,44.8276153,2169,HWY  310,,,,,,,2e2a884516274c45
-107.6010444,44.2463363,217,RIVER ST,,,,,,,92718a6b7137cddf
-108.5043473,44.7969223,103 1/2,E MAIN ST,1/2,,,,,,ab56823a97579302
-107.6025468,44.2486925,103,N MAIN ST,,,,,,,9e91a38855590eee
-108.3959549,44.8272191,1030,DOERR AVE,,,,,,,91fcc9614d0333cb
-108.3735582,44.8478941,1030,RD  12,,,,,,,65aa9edf83372a2d
-108.5657722,44.748344,1031,HWY  32,,,,,,,bc5b286a9a68b061
-108.4080002,44.8246469,1034,LN  12,,,,,,,97573a6e40f85ee2
-108.3100755,44.8499514,1035,RD  15,,,,,,,57b4a64d7c0c2fca
-108.3954991,44.8268976,1055,DOERR AVE,,,,,,,d57b816f8693c29d
-108.4008784,44.8107794,1062,LN  13,,,,,,,3d11dcd5ac837d16
-108.0500172,44.4874127,112,S 2ND ST,,,,,,,b42f802538f0fa6b
-108.0501778,44.4968478,217,8TH AVE N,,,,,,,82e3c914aab34e40
-108.0499869,44.4958535,217,7TH AVE N,,,,,,,d15587ec9e8bcbcc
-107.9879465,44.5106837,217,COYOTE DR,,,,,,,ec31c6c2ac11a029
-108.0503834,44.4927736,217,4TH AVE N,,,,,,,351045d9a601dc77
-108.0504081,44.4897633,217,1ST AVE N,,,,,,,84323ffa377a4d71
-108.0503741,44.4866528,217,2ND AVE S,,,,,,,484385f9303c290e
-108.0503629,44.4907513,217 1/2,2ND AVE N,1/2,,,,,,b6aff21cbab4677f
-108.0505811,44.4876328,217,1ST AVE S,,,,,,,b9caad9d67ad7ab1
-108.0426539,44.4890556,217,WINDY RUN,,,,,,,5e240fb021161130
-108.5960548,44.8891873,217,1ST AVE W,,,,,,,01b4b52803509e0c
-108.0426937,44.4898465,217,SANDY ROW,,,,,,,503f563c982e79b8
-108.0503912,44.4905662,217,2ND AVE N,,,,,,,19eda70e8956c052
-108.3723206,44.8271558,2171,HWY  310,,,,,,,a256e52430f94697
-108.3723006,44.8265584,2175,HWY  310,,,,,,,d56dddb1d4bab808
-108.1484934,44.5056117,2176,HWY  14/16/20,,,,,,,4ec9fd9a1f4c5228
-108.4653879,44.8800721,218,S 2ND  E,,,,,,,4ce26a5ace4da537
-108.2693162,44.8492881,1039,RD  17,,,,,,,4dbdf2355c9c643c
-108.3876322,44.4475165,1039,LN  38,,,,,,,f7ab5b6483a1a842
-108.293166,44.8386852,104,SUNLIGHT LN,,,,,,,281922fba1d72780
-107.9650458,44.2693574,104,W 1ST ST,,,,,,,74b55b37f304a88d
-108.0437668,44.3807719,104,S 7TH ST,,,,,,,f7736f050c97f52c
-108.4302382,44.446582,104,2ND ST,,,,,,,5a1b6212e4b1b269
-108.395877,44.8359982,104,PARK AVE,,,,,,,d0fb0e671c0582a4
-107.9624352,44.2734306,104,W 5TH ST,,,,,,,f38311b4fac40f2c
-108.433578,44.4473684,104,CENTER ST,,,,,,,eaa893f55d0010c2
-108.44823,44.8309112,1040,HWY  14A  W,,,,,,,1cf59bf9d0af33c5
-108.058445,44.5002061,1040,N 8TH ST,,,,,,,dec52988f6a38416
-108.055736,44.5001953,1040,N 6TH ST,,,,,,,447ba8fb41e0de33
-108.3111077,44.8460602,1062,RD  15,,,,,,,75d12d0bf1b7f1b2
-108.3907535,44.8255799,1114,LN  12,,,,,,,9870ae028f1ee94d
-107.9632095,44.2734567,114,W 5TH ST,,,,,,,d26f956abed6c147
-108.0144967,44.4909675,218,HWY  14,,,,,,,9f58969f87da8c5c
-107.6003114,44.2493039,218,2ND AVE,,,,,,,3aac57179269d5ba
-107.6001618,44.2466283,218,ELK ST,,,,,,,429ed9897a7545f8
-108.3888099,44.8373538,218,E MAIN ST,,,,,,,1ef31ee06879ce60
-108.3834127,44.8399016,218,QUEBEC AVE,,,,,,,97d71006e7a608f7
-108.3980684,44.8372609,218,W MAIN ST,,,,,,,8bdb39ac648d2894
-108.0570472,44.500195,1040,N 7TH ST,,,,,,,25b81d6fc565b20a
-108.4050663,44.8266718,1041,LN  12,,,,,,,1b1164ca5b1164c9
-108.4052352,44.825323,1042,LN  12,,,,,,,14863c8b72127349
-108.3888697,44.8284964,1043,NEVADA AVE,,,,,,,cc98933cf141001e
-108.3909586,44.8272646,106,WYOMING ST,,,,,,,94049fdfc69ce169
-108.5040969,44.7933751,106,E RIVERVIEW AVE,LOT 02,,,,,,06d96c82c520b2d7
-108.0424597,44.3805713,106,S 6TH ST,,,,,,,780db8519153ac17
-108.3957784,44.8339111,106,CARMON AVE,,,,,,,b79024dc4fd4e0a0
-107.6024866,44.2489301,111,N MAIN ST,,,,,,,67b718f17f6d9b42
-108.3869539,44.82538,1132,LN  12,,,,,,,05b64ca0b9c51dd2
-108.3887395,44.8313608,218,E 8TH ST,,,,,,,744f090fafe1bcf5
-108.1550906,44.411414,2180,LN  40,,,,,,,95810abbae3b0bf0
-107.8384903,44.6862711,2185,BEAVER CREEK RD,,,,,,,1a7878f95e37988b
-107.7797262,44.5360704,219,MAIN ST,,,,,,,9a42de0769fc9bae
-107.7783892,44.536099,219,SMITH AVE,,,,,,,49f357d6cf3c8f71
-108.5960042,44.8890336,219,1ST AVE W,,,,,,,7c1a9054f31cb46d
-108.5952998,44.9332937,219,LN  4 1/2,,,,,,,823a0765639062d6
-108.5944685,44.8891744,219,CENTRAL AVE,,,,,,,e682a158df3f0cb5
-108.4312817,44.4443756,219,S MAIN ST,,,,,,,c30805385bbc57e6
-107.6001401,44.245984,219,MEDICINE LODGE ST,,,,,,,00e8f27da068cacb
-108.3720345,44.8244671,2193,HWY  310,,,,,,,d472557657281f5a
-108.147233,44.5105152,2197,HWY  14/16/20,,,,,,,fe17a70d3d4a9791
-108.3747725,44.8235445,2198,HWY  310,,,,,,,4d786ca1bbe9b6f1
-108.4689829,44.8769974,22,E 4TH  S,,,,,,,461ee942e04dcb2a
-108.4696927,44.8828874,22,S DIVISION ST,,,,,,,e2280dd78e6d65c4
-108.4022134,44.8273642,22,IMAGE DR,,,,,,,98ffbb239292fe31
-108.4010026,44.8847198,1043,LN  8,,,,,,,59e1967a91c59ce9
-108.4045901,44.8248619,1048,LN  12,,,,,,,d3615413f307bd58
-108.4041679,44.8263664,1049,LN  12 LN,,,,,,,983a83d7c5d0487d
-108.3854291,44.8413104,111,BIG HORN AVE,,,,,,,24388f5b9bc70cf7
-108.3955249,44.8266158,1115,DOERR AVE,,,,,,,b958ccfd0855ac83
-108.3969182,44.8286464,115,W 10TH ST,,,,,,,073ac6833aad22dd
-108.3927078,44.8273063,22,WYOMING ST,,,,,,,e2e474698f82152d
-108.0142875,44.492601,220,HWY  14,,,,,,,8fdd717f1d6304ff
-108.5737794,44.8899922,220,LN  7 1/2,,,,,,,2c020e2f7916d6d1
-107.9743918,44.2359682,220,HWY  433,,,,,,,0186ed13717ec106
-107.6001038,44.2456457,220,MEDICINE LODGE ST,,,,,,,b455c48d8e7290f5
-108.5025568,44.8001464,220,N BIG HORN ST,,,,,,,b579177b7078306d
-108.5127283,44.8000804,220,N CLOUD PEAK ST,,,,,,,286623b4cdc1cdce
-107.9196605,44.2681396,220,HWY  31,,,,,,,7dde17b9a3a75b99
-108.3875292,44.8401009,220,OREGON AVE,,,,,,,e22682e119e14f0b
-108.3380973,44.8401303,220,HWY  14A  E,,,,,,,a5967cd941606862
-108.6189327,44.9700096,220,5TH ST,,,,,,,52175d65ad4794dc
-108.4319632,44.4443504,220,S MAIN ST,,,,,,,a3c1e6f88aad68ba
-107.8403582,44.6847363,2200,BEAVER CREEK RD,,,,,,,958ca16d83be79fa
-108.1446519,44.5082965,2202,HWY  14/16/20,,,,,,,b976b196f4dc6d7a
-108.1426414,44.5059113,2204,HWY  14/16/20,,,,,,,b5ddb1f2db028b6d
-108.5960129,44.8888599,221,1ST AVE W,,,,,,,52eed6cd9e4b88e9
-108.5131136,44.7965171,221,W MAIN ST,,,,,,,094eac7b4786c11a
-108.3884759,44.8318163,221,E 8TH ST,,,,,,,5fd6a9b9294dbcd1
-108.5942414,44.8890405,221,CENTRAL AVE,,,,,,,ddac32f104f22c0d
-108.464099,44.8837898,221,E MAIN ST,,,,,,,cc4f4bdb865476ce
-108.3981542,44.8392162,221,W 3RD ST,,,,,,,0a28aeb92f72317f
-108.3744655,44.8207316,2210,HWY  310,,,,,,,ba4def7346d58dda
-108.3789718,44.8205271,2212,HWY  310,,,,,,,006ae9587c1217da
-108.0502642,44.4870284,222,2ND AVE S,,,,,,,9d1480e2f391c3d5
-108.3812399,44.5117912,1049,HWY  14/16/20,,,,,,,fd4f4bae43c5820d
-108.3960569,44.8279915,105,W 10TH ST,,,,,,,70ffeecaba048c37
-108.3853903,44.841467,105,BIG HORN AVE,,,,,,,36b912afdda5fa4b
-107.990341,44.5126841,105,ANTELOPE DR,,,,,,,375959867bcc42f0
-108.3958121,44.8377706,105,W MAIN ST,,,,,,,55c6d55fc5ea7266
-108.4328761,44.4473066,105,CENTER ST,,,,,,,e8daf313ce7db0b5
-107.7808289,44.5355748,111,W 2ND ST,,,,,,,91cae97d8528ab91
-108.6211683,44.9694134,111,4TH ST,,,,,,,d8f2bd82803fb907
-108.058433,44.5008687,1116,N 8TH ST,,,,,,,43b35dcecbbc88e9
-108.3875071,44.8414144,112,OREGON AVE,,,,,,,0658bd0ac7fb2345
-108.5102215,44.8005934,222,N HEART MOUNTAIN ST,,,,,,,6d6bc227692fd138
-108.3718277,44.8200354,2221,HWY  310,,,,,,,39baa8b72544109c
-108.372066,44.8189986,2223,HWY  310,,,,,,,4d0e4249d9ba4fa0
-108.1466498,44.4135682,2226,LN  40,,,,,,,f6086c91a33c6391
-108.5944151,44.8889254,223,CENTRAL AVE,,,,,,,1f21373c3dddec36
-108.388705,44.8377589,223,E MAIN ST,,,,,,,b67fe1d6f8115631
-107.9866198,44.5105511,223,COYOTE DR,,,,,,,3f9e460b97cc2db3
